report_type,reported_at,name,gender,age_band,language,last_seen_location,reporting_center,reporter_mobile,physical_description,remarks,status
found,2027-08-14 16:05,Mahesh Pillai,Male,0-12,Gujarati,Bus Stand Nashik,Trimbakeshwar Kho-Ya-Paya Kendra,,Lost near ghats,,Pending
found,2027-07-19 05:37,Sanjay Singh,Male,0-12,Tamil,Dindori Road Crossing,Central Control Room,,Old woman,,Reunited
found,2027-07-29 05:09,Bharat Das,Male,61-70,Awadhi,Kapila Sangam,Panchavati Center,+91 6808746345,"Young boy in blue uniform, school bag",Found near ghat,Reunited
found,2027-08-13 08:38,Sunil Desai,Male,61-70,Tamil,Main Police Chowki,Bharat Bharati Control Room,,"Woman with three children, lost husband",Brought by volunteer,Pending
found,2027-07-18 16:45,,Female,41-60,Hindi,Madsangvi Transit,Sadhugram Lost Found,+91 9612611919,"Old woman in white saree, widow marks",Cross-center transfer needed,Pending
found,2027-08-04 14:01,Sangeeta Chaudhary,Female,41-60,Maithili,Sadhugram Gate 2,Panchavati Center,+91 6894421988,"Old woman in white saree, widow marks",Bharat Bharati volunteer handled,Pending
found,2027-07-16 05:09,Lalita Sharma,Female,61-70,Awadhi,Laxmi Narayan Ghat,Ramkund Kho-Ya-Paya Kendra,+91 6964892695,"Wearing white saree, grey hair, speaks Hindi",Announcement made on PA,Reunited
found,2027-07-19 14:44,Durga Dubey,Female,41-60,Maithili,Takli Sangam,Panchavati Center,,"Man in saffron kurta, has rudraksha mala",,Reunited
found,2027-08-04 18:01,Asha Sharma,Female,71-80,Kannada,Dasak Ghat,Central Control Room,+91 7432427162,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Pending
found,2027-07-16 15:19,,Male,18-40,Hindi,Dasak Ghat,Nashik Road Center,,"Woman speaking Tamil, wearing silk saree",Police assisted,Reunited
found,2027-07-26 17:35,Asha Nair,Female,41-60,Kannada,Ramkund Ghat,Panchavati Center,+91 8866096611,Lost near ghats,Announcement made on PA,Reunited
found,2027-07-09 15:15,Radha Menon,Female,41-60,Bengali,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 7702015917,"Boy about 12, wearing school dress",,Reunited
found,2027-07-25 07:21,Mohan Mishra,Male,0-12,Bengali,Madsangvi Transit,Panchavati Center,,"Elderly man with walking stick, hard of hearing",Family waiting at center,Reunited
found,2027-07-26 20:01,Pooja Agarwal,Female,41-60,Maithili,Dasak Ghat,Central Control Room,+91 6527806405,"Old woman, white clothes, lost memory",Police assisted,Reunited
found,2027-07-03 12:45,Vinod Agarwal,Male,41-60,Telugu,Kapila Sangam,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7114810549,"Man in yellow kurta, has tilak, speaks Bhojpuri",Found near ghat,Reunited
found,2027-07-21 05:55,Reena Iyer,Female,61-70,Bhojpuri,Takli Sangam,Nashik Road Center,+91 8973883682,Old woman,Found near ghat,Reunited
found,2027-07-20 10:52,Sita Rao,Female,71-80,Kannada,Adgaon Parking,Panchavati Center,+91 8634409591,"Old man, bald, wearing vest and dhoti",GGTalk app used,Reunited
found,2027-07-02 15:32,Usha Chaudhary,Female,71-80,Tamil,Gauri Patangan,Rajur Bahula Center,+91 8520278662,"Girl child about 5 years, red bindi, crying",Cross-center transfer needed,Reunited
found,2027-07-21 16:56,Kanta Agarwal,Female,41-60,Gujarati,Bus Stand Nashik,Panchavati Center,+91 9446253503,"Woman in green saree, has tilak on forehead",,Reunited
found,2027-08-03 18:58,Sunil Nair,Male,80+,Maithili,Panchavati Circle,Adgaon Kho-Ya-Paya,+91 7316456600,"Wearing white saree, grey hair, speaks Hindi",,Reunited
found,2027-07-18 05:37,Meena Sharma,Female,71-80,Kannada,Gauri Patangan,Bharat Bharati Control Room,,"Girl child about 5 years, red bindi, crying",Family waiting at center,Reunited
found,2027-08-07 06:08,Savita Nair,Female,61-70,Awadhi,Gauri Patangan,Central Control Room,+91 6461617321,"Young boy in blue uniform, school bag",,Reunited
found,2027-07-18 21:46,Bharat Iyer,Male,80+,Maithili,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9892221833,"Wearing white saree, grey hair, speaks Hindi",Police assisted,Reunited
found,2027-08-14 05:24,Vinod Krishnan,Male,80+,Bhojpuri,Kapila Sangam,Ramkund Kho-Ya-Paya Kendra,+91 9306662873,"Old man, hearing aid, wearing full pants shirt",Police assisted,Reunited
found,2027-07-12 18:20,Meena Kumar,Female,18-40,Kannada,Madsangvi Transit,Police Main Control Room,+91 6262676582,,Announcement made on PA,Reunited
found,2027-07-17 21:28,Rakesh Mishra,Male,80+,Hindi,Gauri Patangan,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7642806507,"Man in yellow kurta, has tilak, speaks Bhojpuri",Cross-center transfer needed,Pending
found,2027-08-01 05:58,Asha Sinha,Female,71-80,Awadhi,Kapila Sangam,Adgaon Kho-Ya-Paya,+91 6796703831,Old woman,,Reunited
found,2027-08-01 19:15,Vijay Shukla,Male,71-80,Bhojpuri,Sadhugram Gate 1,Ramkund Kho-Ya-Paya Kendra,+91 9114248235,Lost near ghats,Cross-center transfer needed,Reunited
found,2027-07-10 15:54,Seema Gupta,Female,61-70,Maithili,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6908036622,"Old man, bald, wearing vest and dhoti",Cross-center transfer needed,Unresolved
found,2027-07-02 07:27,Vinod Mehta,Male,41-60,Telugu,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,+91 9420150230,"Girl child about 5 years, red bindi, crying",Brought by volunteer,Reunited
found,2027-07-06 17:54,Manju Patil,Female,61-70,Telugu,Laxmi Narayan Ghat,Bharat Bharati Control Room,,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Reunited
found,2027-08-12 08:25,,Male,0-12,Tamil,Trimbak Road,Police Main Control Room,,"Child in red shirt, about 8-10 years, crying",Found near ghat,Pending
found,2027-08-11 17:45,,Female,18-40,Bhojpuri,Adgaon Parking,Bharat Bharati Control Room,,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Reunited
found,2027-07-29 07:20,Nisha Trivedi,Female,61-70,Bengali,Sadhugram Gate 2,Sadhugram Lost Found,+91 6609332633,"Woman speaking Tamil, wearing silk saree",Brought by volunteer,Reunited
found,2027-08-13 19:24,Parvati Chaudhary,Female,61-70,Awadhi,Madsangvi Transit,Bharat Bharati Control Room,+91 7621803741,"Old man confused, keeps asking for Ramkund",GGTalk app used,Reunited
found,2027-08-13 20:18,Amit Tiwari,Male,0-12,Telugu,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6501355420,"Elderly man with walking stick, hard of hearing",Announcement made on PA,Reunited
found,2027-07-05 13:14,Ravi Trivedi,Male,41-60,Bengali,Gauri Patangan,Rajur Bahula Center,+91 8198890772,"Woman with three children, lost husband",Announcement made on PA,Reunited
found,2027-07-10 21:27,Meena Das,Female,0-12,Hindi,Nandur Ghat,Panchavati Center,+91 7113139785,Old woman,Found near ghat,Reunited
found,2027-07-21 12:55,,Male,18-40,Gujarati,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,,"Young boy in blue uniform, school bag",,Reunited
found,2027-07-20 10:32,Deepak Iyer,Male,71-80,Tamil,Kapila Sangam,Sadhugram Lost Found,+91 7332549218,Man from UP,Found near ghat,Reunited
found,2027-07-22 07:17,Usha Chaudhary,Female,13-17,Telugu,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 9498279095,"Young boy in blue uniform, school bag",Family waiting at center,Reunited
found,2027-07-12 15:30,Ajay Roy,Male,61-70,Kannada,Trimbakeshwar Approach,Ramkund Kho-Ya-Paya Kendra,+91 8317484230,,Bharat Bharati volunteer handled,Pending
found,2027-07-07 16:55,Rakesh Mehta,Male,41-60,Marathi,Dindori Road Crossing,Police Main Control Room,+91 6545904106,"Child in red shirt, about 8-10 years, crying",Announcement made on PA,Reunited
found,2027-07-13 14:50,Geeta Chaudhary,Female,61-70,Telugu,Dasak Ghat,Adgaon Kho-Ya-Paya,+91 8527598238,"Young boy in blue uniform, school bag",Cross-center transfer needed,Reunited
found,2027-08-08 12:13,,Female,61-70,Marathi,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9194952259,"Girl child about 5 years, red bindi, crying",Police assisted,Reunited
found,2027-07-04 07:55,Durga Yadav,Female,13-17,Bhojpuri,Gauri Patangan,Rajur Bahula Center,+91 8195145232,"Girl child about 5 years, red bindi, crying",,Reunited
found,2027-07-19 09:07,Mukesh Verma,Male,0-12,Telugu,Rajur Bahula,Sadhugram Lost Found,,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
found,2027-08-03 07:18,Seema Das,Female,0-12,Maithili,Trimbakeshwar Approach,Bharat Bharati Control Room,+91 6273486582,"Elderly man with walking stick, hard of hearing",Announcement made on PA,Reunited
found,2027-07-16 07:58,Rakesh Mishra,Male,61-70,Hindi,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6181749503,"Child girl, pigtails, pink frock, about 6 years",,Reunited
found,2027-07-12 06:01,Priya Nair,Female,71-80,Telugu,Laxmi Narayan Ghat,Bharat Bharati Control Room,+91 8557326856,"Old man, hearing aid, wearing full pants shirt",Bharat Bharati volunteer handled,Reunited
found,2027-07-17 06:50,Lalita Krishnan,Female,80+,Marathi,Nashik Road Station,Rajur Bahula Center,+91 9293308552,Man from UP,Cross-center transfer needed,Pending
found,2027-07-21 09:33,Sohan Kumar,Male,18-40,Awadhi,Rajur Bahula,Panchavati Center,+91 8605777985,"Girl child about 5 years, red bindi, crying",,Reunited
found,2027-08-10 16:31,Ajay Shah,Male,80+,Kannada,Panchavati Circle,Central Control Room,+91 8226336657,"Girl child about 5 years, red bindi, crying",,Reunited
found,2027-07-23 20:58,,Male,61-70,Bhojpuri,Panchavati Circle,Central Control Room,+91 9338384668,Lost near ghats,,Reunited
found,2027-07-25 07:46,,Male,61-70,Bengali,Kushavart Kund,Adgaon Kho-Ya-Paya,+91 8485780517,"Child girl, pigtails, pink frock, about 6 years",Police assisted,Reunited
found,2027-08-01 10:20,Ashok Iyer,Male,61-70,Gujarati,Ramkund Ghat,Police Main Control Room,+91 9930938733,"Old man confused, keeps asking for Ramkund",Brought by volunteer,Reunited
found,2027-07-10 09:39,Asha Patel,Female,61-70,Telugu,Nandur Ghat,Nashik Road Center,,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
found,2027-07-16 10:57,Dinesh Sharma,Male,41-60,Bhojpuri,Kapila Sangam,Adgaon Kho-Ya-Paya,+91 8834973102,"Girl child about 5 years, red bindi, crying",Brought by volunteer,Reunited
found,2027-07-04 05:11,Parvati Tiwari,Female,61-70,Marathi,Trimbak Road,Panchavati Center,+91 6102213702,"Elderly woman, cannot speak properly, Gujarati",Cross-center transfer needed,Reunited
found,2027-07-29 14:53,Ashok Reddy,Male,61-70,Marathi,Dindori Road Crossing,Rajur Bahula Center,+91 9410982800,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
found,2027-07-16 07:43,Mukesh Verma,Male,0-12,Maithili,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,,"Old woman in white saree, widow marks",Announcement made on PA,Reunited
found,2027-07-16 09:55,Dinesh Iyer,Male,0-12,Gujarati,Dindori Road Crossing,Bharat Bharati Control Room,+91 8929904866,"Old woman, white clothes, lost memory",GGTalk app used,Reunited
found,2027-08-14 18:25,Rajesh Singh,Male,61-70,Kannada,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 8275736606,"Elderly woman, cannot speak properly, Gujarati",Police assisted,Pending
found,2027-07-27 09:36,,Male,41-60,Maithili,Gauri Patangan,Panchavati Center,,"Old man, bald, wearing vest and dhoti",,Pending
found,2027-07-13 14:57,Rakesh Singh,Male,71-80,Hindi,Bus Stand Nashik,Rajur Bahula Center,,"Woman with three children, lost husband",Family waiting at center,Reunited
found,2027-07-05 17:31,Radha Agarwal,Female,71-80,Bengali,Kapila Sangam,Rajur Bahula Center,+91 8440006948,"Wearing white saree, grey hair, speaks Hindi",GGTalk app used,Reunited
found,2027-08-02 10:44,Amit Joshi,Male,61-70,Kannada,Panchavati Circle,Nashik Road Center,,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
found,2027-07-07 15:18,Kavita Das,Female,41-60,Telugu,Kapila Sangam,Bharat Bharati Control Room,+91 6183156238,"Old woman in white saree, widow marks",Cross-center transfer needed,Reunited
found,2027-07-20 19:20,Mohan Krishnan,Male,61-70,Bhojpuri,Laxmi Narayan Ghat,Police Main Control Room,+91 7612509663,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
found,2027-07-06 20:52,,Female,61-70,Awadhi,Kapila Sangam,Rajur Bahula Center,+91 9221142507,"Woman in burqa, has small child with her",,Reunited
found,2027-08-12 09:06,Sohan Tiwari,Male,61-70,Maithili,Dasak Ghat,Rajur Bahula Center,+91 9529689726,"Child girl, pigtails, pink frock, about 6 years",Found near ghat,Reunited
found,2027-07-28 08:15,Hari Gupta,Male,71-80,Bhojpuri,Ramkund Ghat,Police Main Control Room,+91 8421933803,"Boy about 12, wearing school dress",Family waiting at center,Transferred to hospital
found,2027-07-05 06:52,Manju Chaudhary,Female,71-80,Bhojpuri,Sadhugram Gate 2,Sadhugram Lost Found,+91 6257224640,"Elderly man with walking stick, hard of hearing",Cross-center transfer needed,Reunited
found,2027-07-16 11:18,Asha Pillai,Female,41-60,Awadhi,Madsangvi Transit,Central Control Room,+91 9662657008,"Wearing white saree, grey hair, speaks Hindi",Found near ghat,Reunited
found,2027-07-22 06:47,,Male,61-70,Bengali,Sadhugram Gate 1,Central Control Room,,"Child in red shirt, about 8-10 years, crying",,Reunited
found,2027-07-25 12:51,Ashok Mehta,Male,71-80,Marathi,Sadhugram Gate 2,Central Control Room,+91 9780290934,"Old woman, white clothes, lost memory",,Transferred to hospital
found,2027-07-22 13:13,Mukesh Chaudhary,Male,13-17,Bengali,Sadhugram Gate 2,Rajur Bahula Center,+91 6700735292,"Woman in green saree, has tilak on forehead",,Transferred to hospital
found,2027-08-03 12:21,,Male,0-12,Maithili,Madsangvi Transit,Bharat Bharati Control Room,+91 6286283655,"Child girl, pigtails, pink frock, about 6 years",,Pending
found,2027-07-17 19:54,Dinesh Rao,Male,61-70,Bhojpuri,Ramkund Ghat,Panchavati Center,+91 9848835675,Old woman,,Reunited
found,2027-07-07 17:51,Laxmi Tiwari,Female,41-60,Marathi,Bus Stand Nashik,Adgaon Kho-Ya-Paya,,"Old woman in white saree, widow marks",,Reunited
found,2027-07-21 10:11,,Male,71-80,Maithili,Panchavati Circle,Nashik Road Center,+91 6524314330,Lost near ghats,Found near ghat,Transferred to hospital
found,2027-07-29 08:57,,Male,0-12,Maithili,Kapila Sangam,Panchavati Center,+91 8234001312,"Old woman in white saree, widow marks",,Reunited
found,2027-08-10 12:41,Ravi Reddy,Male,80+,Bhojpuri,Ramkund Ghat,Ramkund Kho-Ya-Paya Kendra,+91 9153461042,"Old man, hearing aid, wearing full pants shirt",Police assisted,Reunited
found,2027-07-09 13:50,,Male,71-80,Bengali,Adgaon Parking,Adgaon Kho-Ya-Paya,,,Police assisted,Reunited
found,2027-07-05 13:24,Pooja Menon,Female,61-70,Bengali,Gauri Patangan,Police Main Control Room,+91 8877983498,"Woman with three children, lost husband",Found near ghat,Reunited
found,2027-07-26 12:55,,Male,61-70,Telugu,Gauri Patangan,Nashik Road Center,+91 9928341906,Old woman,,Pending
found,2027-08-10 16:42,Sangeeta Verma,Female,61-70,Hindi,Ramkund Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8389524906,"Woman with three children, lost husband",Police assisted,Reunited
found,2027-07-07 08:09,Durga Tiwari,Female,71-80,Hindi,Dindori Road Crossing,Panchavati Center,,"Old man, hearing aid, wearing full pants shirt",,Reunited
found,2027-07-15 15:06,Mahesh Yadav,Male,61-70,Tamil,Trimbakeshwar Approach,Rajur Bahula Center,+91 6727709808,Lost near ghats,Brought by volunteer,Reunited
found,2027-07-28 05:32,Kamla Mehta,Female,61-70,Maithili,Madsangvi Transit,Police Main Control Room,+91 6286616146,"Woman in green saree, has tilak on forehead",Bharat Bharati volunteer handled,Unresolved
found,2027-08-13 18:28,Hari Desai,Male,61-70,Bhojpuri,Dindori Road Crossing,Bharat Bharati Control Room,,"Young boy in blue uniform, school bag",GGTalk app used,Reunited
found,2027-07-17 11:57,Prakash Patel,Male,0-12,Bhojpuri,Trimbakeshwar Approach,Police Main Control Room,+91 8775073069,Old woman,Police assisted,Reunited
found,2027-07-08 18:09,Rohit Dubey,Male,71-80,Hindi,Main Police Chowki,Bharat Bharati Control Room,,Child missing,,Reunited
found,2027-07-13 06:16,Ajay Mishra,Male,61-70,Hindi,Madsangvi Transit,Panchavati Center,,"Old man in dhoti kurta, cannot remember name",Cross-center transfer needed,Reunited
found,2027-08-10 07:34,Vijay Pillai,Male,18-40,Maithili,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8419542823,"Elderly woman, cannot speak properly, Gujarati",GGTalk app used,Reunited
found,2027-08-10 18:14,Sita Verma,Female,71-80,Maithili,Gauri Patangan,Central Control Room,+91 6877029187,"Man in saffron kurta, has rudraksha mala",Announcement made on PA,Reunited
found,2027-08-11 15:06,Manju Sharma,Female,61-70,Hindi,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6953040475,"Boy about 12, wearing school dress",Family waiting at center,Reunited
found,2027-07-26 17:59,,Male,61-70,Hindi,Dasak Ghat,Police Main Control Room,+91 7896915313,"Man in saffron kurta, has rudraksha mala",Brought by volunteer,Reunited
found,2027-07-20 10:40,Mohan Sharma,Male,61-70,Tamil,Sadhugram Gate 1,Panchavati Center,+91 6834651803,"Young boy in blue uniform, school bag",GGTalk app used,Reunited
found,2027-07-23 10:47,Mukesh Tiwari,Male,61-70,Gujarati,Sadhugram Gate 2,Nashik Road Center,+91 6921957782,"Woman in green saree, has tilak on forehead",Brought by volunteer,Reunited
found,2027-07-29 21:39,Ravi Nair,Male,80+,Kannada,Nashik Road Station,Sadhugram Lost Found,+91 8827079108,"Old man, hearing aid, wearing full pants shirt",Announcement made on PA,Pending
found,2027-07-13 08:10,Vimla Sharma,Unknown,61-70,Telugu,Main Police Chowki,Rajur Bahula Center,+91 6538016478,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Reunited
found,2027-07-12 12:04,Mohan Reddy,Male,61-70,Telugu,Bus Stand Nashik,Nashik Road Center,+91 7223393630,"Man in yellow kurta, has tilak, speaks Bhojpuri",Found near ghat,Reunited
found,2027-07-29 13:04,Gaurav Yadav,Male,41-60,Maithili,Main Police Chowki,Ramkund Kho-Ya-Paya Kendra,+91 8213646329,"Child girl, pigtails, pink frock, about 6 years",Found near ghat,Pending
found,2027-07-04 12:00,Mohan Desai,Male,41-60,Maithili,Bus Stand Nashik,Nashik Road Center,+91 7933203117,"Old man, bald, wearing vest and dhoti",,Reunited
found,2027-07-28 19:01,Mahesh Gupta,Male,41-60,Kannada,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,,"Woman in green saree, has tilak on forehead",,Reunited
found,2027-08-12 05:10,Rohit Mishra,Male,18-40,Telugu,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,,Man from UP,Police assisted,Reunited
found,2027-07-10 11:20,Hari Mishra,Male,18-40,Tamil,Kapila Sangam,Panchavati Center,+91 6646073815,"Girl child about 5 years, red bindi, crying",,Reunited
found,2027-08-11 09:18,Radha Iyer,Female,71-80,Gujarati,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 7401123040,"Elderly woman, cannot speak properly, Gujarati",Brought by volunteer,Reunited
found,2027-07-29 13:13,Sohan Desai,Male,41-60,Telugu,Nandur Ghat,Central Control Room,+91 8122359121,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
found,2027-07-09 21:29,Rajesh Menon,Male,18-40,Awadhi,Rajur Bahula,Sadhugram Lost Found,+91 8394171675,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Reunited
found,2027-07-23 18:27,Amit Joshi,Male,41-60,Telugu,Nandur Ghat,Central Control Room,+91 9990421111,,,Reunited
found,2027-07-17 10:50,Ravi Nair,Male,41-60,Kannada,Panchavati Circle,Adgaon Kho-Ya-Paya,,"Child in red shirt, about 8-10 years, crying",Police assisted,Reunited
found,2027-07-21 21:22,Meena Shah,Female,61-70,Marathi,Dindori Road Crossing,Central Control Room,+91 9310305599,Child missing,Announcement made on PA,Reunited
found,2027-08-10 13:25,Dinesh Verma,Male,71-80,Bhojpuri,Nashik Road Station,Nashik Road Center,+91 8326865375,"Old man, bald, wearing vest and dhoti",,Reunited
found,2027-08-01 13:50,Priya Trivedi,Female,0-12,Tamil,Bus Stand Nashik,Panchavati Center,+91 9973722326,"Girl child about 5 years, red bindi, crying",GGTalk app used,Reunited
found,2027-07-21 20:49,Bharat Gupta,Male,61-70,Awadhi,Rajur Bahula,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man in dhoti kurta, cannot remember name",,Reunited
found,2027-07-02 07:04,Geeta Shukla,Female,0-12,Awadhi,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8600809348,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Unresolved
found,2027-07-30 18:25,Pooja Agarwal,Female,13-17,Awadhi,Kapila Sangam,Police Main Control Room,+91 6401360817,"Elderly man with walking stick, hard of hearing",Bharat Bharati volunteer handled,Reunited
found,2027-07-04 16:04,Anil Rao,Male,61-70,Bengali,Rajur Bahula,Bharat Bharati Control Room,,"Woman with three children, lost husband",Brought by volunteer,Reunited
found,2027-08-13 18:26,Deepak Tiwari,Male,61-70,Tamil,Takli Sangam,Rajur Bahula Center,+91 6676889865,"Old woman in white saree, widow marks",Police assisted,Reunited
found,2027-08-05 17:21,Rekha Roy,Female,61-70,Bengali,Laxmi Narayan Ghat,Police Main Control Room,+91 6283404909,"Woman in green saree, has tilak on forehead",GGTalk app used,Reunited
found,2027-07-04 08:11,Santosh Singh,Male,71-80,Gujarati,Trimbakeshwar Approach,Police Main Control Room,+91 7919403468,"Child girl, pigtails, pink frock, about 6 years",,Reunited
found,2027-07-21 15:29,Ravi Singh,Male,61-70,Tamil,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 8812582088,"Man in saffron kurta, has rudraksha mala",GGTalk app used,Reunited
found,2027-08-12 13:08,Asha Patil,Female,0-12,Gujarati,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,,"Woman with three children, lost husband",Cross-center transfer needed,Reunited
found,2027-07-09 19:03,Parvati Reddy,Female,80+,Hindi,Rajur Bahula,Ramkund Kho-Ya-Paya Kendra,,"Elderly man with walking stick, hard of hearing",Found near ghat,Reunited
found,2027-07-23 14:56,Ashok Verma,Male,0-12,Bengali,Bus Stand Nashik,Sadhugram Lost Found,,"Boy about 12, wearing school dress",Family waiting at center,Reunited
found,2027-07-14 17:42,Manju Shah,Female,71-80,Gujarati,Kushavart Kund,Adgaon Kho-Ya-Paya,+91 7179530865,,Family waiting at center,Pending
found,2027-07-16 10:45,,Female,41-60,Marathi,Trimbak Road,Sadhugram Lost Found,+91 8883673320,"Old man confused, keeps asking for Ramkund",Family waiting at center,Reunited
found,2027-08-14 09:37,Sunil Pillai,Male,71-80,Maithili,Adgaon Parking,Panchavati Center,+91 8508019579,Man from UP,,Reunited
found,2027-07-18 15:53,Anjali Sharma,Female,41-60,Gujarati,Trimbak Road,Rajur Bahula Center,+91 8888197392,"Child girl, pigtails, pink frock, about 6 years",Announcement made on PA,Reunited
found,2027-07-17 15:14,,Male,71-80,Telugu,Madsangvi Transit,Nashik Road Center,+91 9555696872,"Elderly woman, cannot speak properly, Gujarati",Cross-center transfer needed,Reunited
found,2027-08-12 10:30,Parvati Reddy,Female,80+,Hindi,Kapila Sangam,Adgaon Kho-Ya-Paya,+91 7427823738,"Woman with three children, lost husband",Cross-center transfer needed,Reunited
found,2027-07-18 18:56,Rahul Shah,Male,80+,Awadhi,Ramkund Ghat,Panchavati Center,+91 8380477137,"Man in saffron kurta, has rudraksha mala",Bharat Bharati volunteer handled,Reunited
found,2027-07-06 16:20,Kamla Pandey,Female,71-80,Hindi,Rajur Bahula,Police Main Control Room,+91 6283301143,"Man in saffron kurta, has rudraksha mala",GGTalk app used,Reunited
found,2027-08-09 13:19,Rohit Roy,Male,61-70,Gujarati,Sadhugram Gate 1,Sadhugram Lost Found,+91 9618912026,"Girl child about 5 years, red bindi, crying",Found near ghat,Reunited
found,2027-07-31 20:06,Vijay Yadav,Male,71-80,Gujarati,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 9676646026,"Old man, hearing aid, wearing full pants shirt",Family waiting at center,Transferred to hospital
found,2027-07-23 16:29,,Female,71-80,Tamil,Nashik Road Station,Panchavati Center,+91 7285702339,"Old man, bald, wearing vest and dhoti",Cross-center transfer needed,Reunited
found,2027-07-10 21:49,Vijay Mishra,Male,41-60,Bhojpuri,Madsangvi Transit,Bharat Bharati Control Room,+91 9147578908,Man from UP,Cross-center transfer needed,Reunited
found,2027-08-07 17:06,Sangeeta Dubey,Female,61-70,Telugu,Ramkund Ghat,Bharat Bharati Control Room,+91 8866527817,"Boy about 12, wearing school dress",,Reunited
found,2027-07-16 16:12,Rohit Pandey,Male,71-80,Telugu,Gauri Patangan,Rajur Bahula Center,+91 9826768508,"Man in saffron kurta, has rudraksha mala",GGTalk app used,Pending
found,2027-08-06 18:28,Ajay Mishra,Male,41-60,Hindi,Trimbakeshwar Approach,Sadhugram Lost Found,+91 8615164216,"Man in yellow kurta, has tilak, speaks Bhojpuri",Cross-center transfer needed,Reunited
found,2027-07-09 09:12,Sunil Sinha,Male,41-60,Gujarati,Adgaon Parking,Bharat Bharati Control Room,,"Woman speaking Tamil, wearing silk saree",,Reunited
found,2027-07-14 17:58,,Female,71-80,Hindi,Dasak Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8191620316,"Man in yellow kurta, has tilak, speaks Bhojpuri",Cross-center transfer needed,Reunited
found,2027-07-11 21:30,Sohan Dubey,Male,0-12,Kannada,Kapila Sangam,Sadhugram Lost Found,,"Boy about 12, wearing school dress",Cross-center transfer needed,Reunited
found,2027-08-12 10:24,Suresh Rao,Male,61-70,Tamil,Takli Sangam,Panchavati Center,,"Old man, bald, wearing vest and dhoti",Family waiting at center,Reunited
found,2027-08-04 09:37,Suresh Singh,Male,71-80,Kannada,Kapila Sangam,Rajur Bahula Center,+91 7526389360,"Wearing white saree, grey hair, speaks Hindi",Brought by volunteer,Reunited
found,2027-07-27 16:28,Usha Trivedi,Female,61-70,Kannada,Dindori Road Crossing,Panchavati Center,+91 6104575998,"Child in red shirt, about 8-10 years, crying",Brought by volunteer,Reunited
found,2027-08-01 07:54,,Female,41-60,Hindi,Bus Stand Nashik,Central Control Room,,"Old woman, white clothes, lost memory",Family waiting at center,Reunited
found,2027-08-07 19:43,Gaurav Rao,Male,0-12,Kannada,Dindori Road Crossing,Bharat Bharati Control Room,+91 8804433763,,Found near ghat,Reunited
found,2027-07-04 19:38,Mamta Gupta,Female,41-60,Tamil,Trimbak Road,Panchavati Center,,"Old man, hearing aid, wearing full pants shirt",,Reunited
found,2027-07-23 18:00,Sanjay Sharma,Male,61-70,Awadhi,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 9667391729,Child missing,Cross-center transfer needed,Reunited
found,2027-07-29 12:22,Prakash Nair,Male,71-80,Awadhi,Sadhugram Gate 1,Ramkund Kho-Ya-Paya Kendra,+91 6159242764,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Reunited
