report_type,reported_at,name,gender,age_band,language,last_seen_location,reporting_center,reporter_mobile,physical_description,remarks,status
missing,2027-07-09 15:48,Kavita Trivedi,Female,0-12,Maithili,Dasak Ghat,Central Control Room,+91 9423402772,"Elderly woman, cannot speak properly, Gujarati",Family waiting at center,Reunited
missing,2027-07-21 07:16,Lalita Mishra,Female,0-12,Gujarati,Nandur Ghat,Nashik Road Center,,"Old man, hearing aid, wearing full pants shirt",Brought by volunteer,Reunited
missing,2027-07-15 08:12,Kanta Iyer,Female,71-80,Gujarati,Dindori Road Crossing,Ramkund Kho-Ya-Paya Kendra,+91 8324493551,"Woman in burqa, has small child with her",Brought by volunteer,Reunited
missing,2027-07-28 19:40,Nisha Shukla,Female,18-40,Awadhi,Bus Stand Nashik,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8365769590,"Woman speaking Tamil, wearing silk saree",Announcement made on PA,Reunited
missing,2027-07-19 19:49,,Female,61-70,Telugu,Madsangvi Transit,Adgaon Kho-Ya-Paya,+91 8270997635,"Elderly woman, cannot speak properly, Gujarati",Bharat Bharati volunteer handled,Reunited
missing,2027-08-05 15:32,Kanta Reddy,Female,41-60,Awadhi,Gauri Patangan,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8541119217,Lost near ghats,GGTalk app used,Reunited
missing,2027-08-14 10:49,Sohan Sharma,Male,18-40,Maithili,Ramkund Ghat,Bharat Bharati Control Room,,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-07-07 19:08,Ankit Patil,Male,71-80,Tamil,Trimbak Road,Nashik Road Center,,,GGTalk app used,Reunited
missing,2027-07-06 11:14,,Female,71-80,Bhojpuri,Dindori Road Crossing,Sadhugram Lost Found,+91 6917567004,"Woman speaking Tamil, wearing silk saree",Cross-center transfer needed,Reunited
missing,2027-07-20 10:57,Ramesh Mishra,Male,71-80,Maithili,Kushavart Kund,Ramkund Kho-Ya-Paya Kendra,,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-07-12 15:50,Mohan Gupta,Male,71-80,Marathi,Bus Stand Nashik,Bharat Bharati Control Room,,Old woman,,Reunited
missing,2027-07-11 12:35,Kavita Pillai,Female,41-60,Kannada,Trimbakeshwar Approach,Central Control Room,+91 8627056373,,Bharat Bharati volunteer handled,Reunited
missing,2027-08-11 20:47,Vinod Trivedi,Male,41-60,Gujarati,Takli Sangam,Bharat Bharati Control Room,,"Wearing white saree, grey hair, speaks Hindi",,Reunited
missing,2027-07-26 16:01,Bharat Pillai,Male,71-80,Kannada,Madsangvi Transit,Adgaon Kho-Ya-Paya,+91 6589287766,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
missing,2027-08-04 09:00,Nisha Shukla,Female,0-12,Bhojpuri,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 9245573193,"Young boy in blue uniform, school bag",Cross-center transfer needed,Reunited
missing,2027-07-08 12:22,Mamta Yadav,Female,71-80,Telugu,Ramkund Ghat,Panchavati Center,+91 6856484459,"Old woman, white clothes, lost memory",,Transferred to hospital
missing,2027-07-09 21:48,Savita Roy,Female,61-70,Kannada,Sadhugram Gate 1,Sadhugram Lost Found,+91 8915028324,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
missing,2027-08-08 15:22,Ankit Rao,Male,71-80,Awadhi,Bus Stand Nashik,Panchavati Center,+91 7982636511,"Old man, hearing aid, wearing full pants shirt",Found near ghat,Reunited
missing,2027-08-05 07:19,Suresh Gupta,Male,18-40,Gujarati,Trimbak Road,Police Main Control Room,+91 9812838024,"Old man in dhoti kurta, cannot remember name",Brought by volunteer,Reunited
missing,2027-07-22 15:15,,Male,13-17,Telugu,Kapila Sangam,Nashik Road Center,,"Woman in green saree, has tilak on forehead",Family waiting at center,Reunited
missing,2027-07-28 17:11,Pushpa Kumar,Female,41-60,Kannada,Main Police Chowki,Nashik Road Center,+91 7749722111,"Child in red shirt, about 8-10 years, crying",Family waiting at center,Reunited
missing,2027-07-03 14:34,Kamla Pandey,Female,80+,Gujarati,Laxmi Narayan Ghat,Central Control Room,+91 7636990823,"Young boy in blue uniform, school bag",,Reunited
missing,2027-07-29 09:14,Anil Gupta,Male,41-60,Telugu,Ramkund Ghat,Sadhugram Lost Found,,Man from UP,Brought by volunteer,Reunited
missing,2027-07-04 16:11,Manju Singh,Female,61-70,Gujarati,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 9465052178,"Child in red shirt, about 8-10 years, crying",Cross-center transfer needed,Reunited
missing,2027-07-09 17:52,Radha Dubey,Female,18-40,Maithili,Nashik Road Station,Sadhugram Lost Found,+91 7176893142,,,Reunited
missing,2027-08-05 11:51,Asha Iyer,Female,80+,Awadhi,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 9807714938,"Child girl, pigtails, pink frock, about 6 years",GGTalk app used,Reunited
missing,2027-07-25 18:16,Dinesh Mehta,Male,41-60,Tamil,Nashik Road Station,Rajur Bahula Center,+91 7625069355,"Man in yellow kurta, has tilak, speaks Bhojpuri",Family waiting at center,Reunited
missing,2027-07-15 15:44,Sunita Sinha,Female,18-40,Awadhi,Ramkund Ghat,Nashik Road Center,+91 7741321338,"Boy about 12, wearing school dress",,Reunited
missing,2027-07-14 12:41,Rahul Kumar,Male,71-80,Marathi,Main Police Chowki,Police Main Control Room,+91 9126013922,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-08-13 21:18,,Male,18-40,Bengali,Nashik Road Station,Sadhugram Lost Found,+91 6873138581,"Elderly man with walking stick, hard of hearing",Brought by volunteer,Reunited
missing,2027-08-05 16:58,Hari Reddy,Male,61-70,Hindi,Gauri Patangan,Sadhugram Lost Found,+91 7125798620,"Old man, hearing aid, wearing full pants shirt",Police assisted,Reunited
missing,2027-07-17 07:03,Rahul Verma,Male,61-70,Bhojpuri,Takli Sangam,Central Control Room,+91 6406919711,"Woman speaking Tamil, wearing silk saree",Police assisted,Reunited
missing,2027-07-03 09:56,Hari Chaudhary,Male,13-17,Awadhi,Dasak Ghat,Bharat Bharati Control Room,+91 6753048081,"Old man, bald, wearing vest and dhoti",Announcement made on PA,Reunited
missing,2027-07-13 13:22,,Male,41-60,Telugu,Panchavati Circle,Bharat Bharati Control Room,+91 7502571541,"Old man, hearing aid, wearing full pants shirt",Police assisted,Reunited
missing,2027-07-10 15:13,Nisha Trivedi,Female,71-80,Kannada,Adgaon Parking,Rajur Bahula Center,+91 7106936450,"Young boy in blue uniform, school bag",Cross-center transfer needed,Reunited
missing,2027-07-31 20:29,Geeta Roy,Female,0-12,Maithili,Sadhugram Gate 1,Bharat Bharati Control Room,+91 7619455070,Man from UP,Announcement made on PA,Reunited
missing,2027-08-09 18:59,Usha Desai,Female,71-80,Kannada,Sadhugram Gate 1,Nashik Road Center,,"Old man, hearing aid, wearing full pants shirt",Police assisted,Reunited
missing,2027-07-06 07:48,Durga Chaudhary,Female,41-60,Hindi,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7236562916,"Girl child about 5 years, red bindi, crying",Cross-center transfer needed,Reunited
missing,2027-07-24 14:32,Dinesh Chaudhary,Male,61-70,Kannada,Nashik Road Station,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9461060837,"Woman in burqa, has small child with her",,Pending
missing,2027-08-07 20:42,Nisha Shukla,Female,71-80,Hindi,Sadhugram Gate 2,Sadhugram Lost Found,+91 8383327863,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
missing,2027-07-13 05:05,Saraswati Desai,Female,41-60,Hindi,Kushavart Kund,Central Control Room,+91 9742390409,Child missing,Brought by volunteer,Reunited
missing,2027-07-28 07:15,Sunita Iyer,Female,0-12,Maithili,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 9547921129,"Young boy in blue uniform, school bag",,Pending
missing,2027-07-13 19:39,Durga Trivedi,Female,61-70,Marathi,Nashik Road Station,Sadhugram Lost Found,+91 9633858715,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-06 17:56,Mamta Menon,Female,41-60,Gujarati,Adgaon Parking,Rajur Bahula Center,+91 8126386985,"Old man, bald, wearing vest and dhoti",Announcement made on PA,Reunited
missing,2027-07-30 09:27,Meena Menon,Female,61-70,Bengali,Nandur Ghat,Nashik Road Center,+91 9615688401,"Old woman in white saree, widow marks",GGTalk app used,Reunited
missing,2027-07-08 14:33,Vimla Pandey,Female,41-60,Telugu,Gauri Patangan,Central Control Room,+91 6796093047,"Old man in dhoti kurta, cannot remember name",Found near ghat,Reunited
missing,2027-08-12 16:09,Kavita Reddy,Female,71-80,Bhojpuri,Adgaon Parking,Ramkund Kho-Ya-Paya Kendra,+91 6531107521,"Man in saffron kurta, has rudraksha mala",GGTalk app used,Reunited
missing,2027-08-11 13:19,Rohit Desai,Male,80+,Bengali,Kapila Sangam,Nashik Road Center,+91 6966251541,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Reunited
missing,2027-07-11 20:13,Rohit Mishra,Male,71-80,Maithili,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 9776437011,"Old man confused, keeps asking for Ramkund",Announcement made on PA,Reunited
missing,2027-07-18 17:29,Pushpa Mishra,Female,0-12,Kannada,Adgaon Parking,Central Control Room,,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Reunited
missing,2027-07-12 08:19,,Male,71-80,Marathi,Rajur Bahula,Panchavati Center,+91 6806450849,"Man in saffron kurta, has rudraksha mala",Cross-center transfer needed,Reunited
missing,2027-08-14 06:33,,Female,61-70,Maithili,Laxmi Narayan Ghat,Rajur Bahula Center,+91 8219195540,"Man in saffron kurta, has rudraksha mala",Found near ghat,Reunited
missing,2027-07-30 11:15,Saraswati Verma,Female,61-70,Marathi,Dasak Ghat,Sadhugram Lost Found,+91 6546390055,"Old man, bald, wearing vest and dhoti",,Unresolved
missing,2027-07-02 12:59,Rakesh Iyer,Male,61-70,Marathi,Main Police Chowki,Nashik Road Center,+91 9358233773,"Child girl, pigtails, pink frock, about 6 years",Police assisted,Reunited
missing,2027-07-25 06:54,Sunita Mishra,Female,71-80,Bhojpuri,Sadhugram Gate 2,Police Main Control Room,+91 7161401186,"Young boy in blue uniform, school bag",Police assisted,Reunited
missing,2027-07-08 08:20,Rohit Gupta,Male,61-70,Awadhi,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 9619308931,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-30 18:49,Rakesh Trivedi,Male,61-70,Hindi,Bus Stand Nashik,Bharat Bharati Control Room,+91 7829497396,Man from UP,Announcement made on PA,Reunited
missing,2027-07-23 06:10,Rohit Shah,Male,61-70,Bengali,Main Police Chowki,Panchavati Center,+91 8784994889,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-07-04 08:34,,Female,71-80,Hindi,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 8502972038,"Elderly man with walking stick, hard of hearing",Police assisted,Reunited
missing,2027-07-31 10:02,Mamta Chaudhary,Unknown,61-70,Gujarati,Kushavart Kund,Central Control Room,+91 9560002463,"Woman in burqa, has small child with her",,Reunited
missing,2027-08-07 10:29,Laxmi Yadav,Female,41-60,Bhojpuri,Gauri Patangan,Rajur Bahula Center,+91 9252222332,"Child in red shirt, about 8-10 years, crying",Cross-center transfer needed,Reunited
missing,2027-08-11 14:42,Vimla Shah,Female,41-60,Tamil,Kapila Sangam,Bharat Bharati Control Room,+91 7838080015,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Reunited
missing,2027-08-04 17:37,Radha Roy,Female,41-60,Bhojpuri,Nashik Road Station,Rajur Bahula Center,+91 8504916285,"Wearing white saree, grey hair, speaks Hindi",,Reunited
missing,2027-08-04 19:10,Suresh Das,Male,41-60,Tamil,Sadhugram Gate 2,Police Main Control Room,,"Young boy in blue uniform, school bag",GGTalk app used,Reunited
missing,2027-07-18 18:50,Sunita Dubey,Female,71-80,Maithili,Nandur Ghat,Adgaon Kho-Ya-Paya,,"Woman in burqa, has small child with her",,Reunited
missing,2027-08-06 11:33,Vijay Mishra,Male,41-60,Hindi,Trimbak Road,Nashik Road Center,,"Old man, hearing aid, wearing full pants shirt",,Reunited
missing,2027-07-22 21:14,Kamla Verma,Female,61-70,Awadhi,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 8653931084,"Man in saffron kurta, has rudraksha mala",,Pending
missing,2027-07-13 17:51,Vimla Shukla,Female,71-80,Maithili,Kushavart Kund,Bharat Bharati Control Room,+91 7858779439,Old woman,Found near ghat,Reunited
missing,2027-07-03 10:44,Nisha Patil,Female,41-60,Bhojpuri,Sadhugram Gate 1,Rajur Bahula Center,+91 8883165585,"Old woman in white saree, widow marks",Bharat Bharati volunteer handled,Reunited
missing,2027-07-04 18:43,Ajay Patel,Male,71-80,Bhojpuri,Dindori Road Crossing,Ramkund Kho-Ya-Paya Kendra,+91 7970545205,Child missing,GGTalk app used,Reunited
missing,2027-08-09 14:06,Kavita Singh,Female,61-70,Bhojpuri,Takli Sangam,Rajur Bahula Center,+91 8108659059,"Woman in burqa, has small child with her",Brought by volunteer,Reunited
missing,2027-07-12 16:14,Sita Tiwari,Female,71-80,Marathi,Dindori Road Crossing,Police Main Control Room,+91 9744189671,"Old man, bald, wearing vest and dhoti",GGTalk app used,Reunited
missing,2027-08-03 17:27,Durga Shah,Female,41-60,Hindi,Main Police Chowki,Sadhugram Lost Found,+91 8210088188,Child missing,Found near ghat,Reunited
missing,2027-07-28 18:18,Usha Iyer,Female,80+,Awadhi,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7711300786,"Child girl, pigtails, pink frock, about 6 years",,Reunited
missing,2027-08-11 05:55,Rakesh Trivedi,Male,41-60,Marathi,Gauri Patangan,Nashik Road Center,+91 9851920005,"Old man in dhoti kurta, cannot remember name",,Reunited
missing,2027-08-09 18:36,Asha Mehta,Female,41-60,Tamil,Nashik Road Station,Panchavati Center,+91 7495069737,"Wearing white saree, grey hair, speaks Hindi",Bharat Bharati volunteer handled,Reunited
missing,2027-07-21 20:27,Lalita Mishra,Female,71-80,Maithili,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 7678658039,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Unresolved
missing,2027-08-02 16:09,Asha Iyer,Female,80+,Maithili,Bus Stand Nashik,Rajur Bahula Center,+91 8790094298,"Woman in burqa, has small child with her",Bharat Bharati volunteer handled,Reunited
missing,2027-07-20 13:55,Bharat Agarwal,Male,13-17,Bengali,Laxmi Narayan Ghat,Rajur Bahula Center,+91 6579426375,"Boy about 12, wearing school dress",Brought by volunteer,Reunited
missing,2027-07-16 20:24,Geeta Nair,Female,18-40,Kannada,Dasak Ghat,Adgaon Kho-Ya-Paya,+91 6908782525,"Woman with three children, lost husband",Announcement made on PA,Reunited
missing,2027-07-19 13:21,,Female,41-60,Bengali,Dindori Road Crossing,Police Main Control Room,+91 7360026075,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Reunited
missing,2027-07-06 08:43,Vijay Patil,Male,61-70,Kannada,Nandur Ghat,Police Main Control Room,+91 8186274942,"Old woman, white clothes, lost memory",Found near ghat,Reunited
missing,2027-07-15 12:00,Vijay Nair,Male,61-70,Gujarati,Adgaon Parking,Nashik Road Center,+91 7853104946,Old woman,Police assisted,Reunited
missing,2027-07-30 14:55,,Male,61-70,Bhojpuri,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
missing,2027-07-21 07:22,,Male,41-60,Maithili,Rajur Bahula,Nashik Road Center,+91 9929407611,"Man in yellow kurta, has tilak, speaks Bhojpuri",GGTalk app used,Reunited
missing,2027-07-04 11:34,Gaurav Singh,Male,41-60,Bhojpuri,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6886343655,"Old man, bald, wearing vest and dhoti",,Reunited
missing,2027-07-04 07:20,Ashok Gupta,Male,13-17,Hindi,Dindori Road Crossing,Central Control Room,,"Old woman, white clothes, lost memory",GGTalk app used,Reunited
missing,2027-07-27 14:43,Sita Iyer,Female,18-40,Marathi,Trimbakeshwar Approach,Nashik Road Center,+91 7159137825,Child missing,Bharat Bharati volunteer handled,Reunited
missing,2027-07-02 21:12,Rohit Mehta,Male,61-70,Marathi,Madsangvi Transit,Rajur Bahula Center,+91 9256777689,"Old man, hearing aid, wearing full pants shirt",,Reunited
missing,2027-08-07 06:21,Laxmi Mehta,Female,41-60,Gujarati,Nashik Road Station,Central Control Room,+91 6255422037,Old woman,Bharat Bharati volunteer handled,Pending
missing,2027-07-17 11:02,Gaurav Gupta,Male,80+,Telugu,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,+91 9838531118,"Child girl, pigtails, pink frock, about 6 years",Announcement made on PA,Reunited
missing,2027-07-18 20:53,Mahesh Singh,Male,71-80,Kannada,Trimbak Road,Sadhugram Lost Found,,Lost near ghats,Family waiting at center,Pending
missing,2027-07-27 20:13,Usha Tiwari,Female,18-40,Bhojpuri,Kushavart Kund,Nashik Road Center,+91 6889647519,"Child girl, pigtails, pink frock, about 6 years",GGTalk app used,Reunited
missing,2027-07-28 21:32,Saroj Sharma,Female,18-40,Tamil,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 7144811985,"Woman with three children, lost husband",Bharat Bharati volunteer handled,Reunited
missing,2027-08-04 19:17,Bharat Rao,Male,41-60,Tamil,Trimbakeshwar Approach,Bharat Bharati Control Room,+91 9394782915,Old woman,,Unresolved
missing,2027-07-04 11:22,Rahul Singh,Male,61-70,Marathi,Nashik Road Station,Ramkund Kho-Ya-Paya Kendra,+91 6968596953,"Old man in dhoti kurta, cannot remember name",Police assisted,Reunited
missing,2027-07-14 11:58,Kavita Menon,Female,61-70,Marathi,Takli Sangam,Police Main Control Room,,"Wearing white saree, grey hair, speaks Hindi",Brought by volunteer,Reunited
missing,2027-08-10 15:47,Shyam Das,Male,80+,Tamil,Rajur Bahula,Adgaon Kho-Ya-Paya,,Old woman,,Reunited
missing,2027-08-02 13:18,Manoj Patel,Male,61-70,Maithili,Kapila Sangam,Central Control Room,+91 9788641887,"Boy about 12, wearing school dress",Police assisted,Reunited
missing,2027-07-29 19:27,Sita Shah,Female,71-80,Telugu,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 9392179434,Man from UP,Police assisted,Reunited
missing,2027-08-07 06:07,Vijay Sinha,Male,61-70,Tamil,Sadhugram Gate 1,Panchavati Center,+91 8326032381,,Family waiting at center,Reunited
missing,2027-07-16 09:34,Rajesh Chaudhary,Male,71-80,Maithili,Laxmi Narayan Ghat,Panchavati Center,+91 8262831498,"Woman in burqa, has small child with her",Police assisted,Reunited
missing,2027-07-07 13:46,Parvati Mishra,Female,41-60,Bhojpuri,Bus Stand Nashik,Nashik Road Center,+91 9780321233,"Old woman in white saree, widow marks",Police assisted,Unresolved
missing,2027-08-04 18:44,Suresh Chaudhary,Male,71-80,Telugu,Main Police Chowki,Ramkund Kho-Ya-Paya Kendra,,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-07-15 16:52,,Female,18-40,Hindi,Sadhugram Gate 1,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6329384746,"Girl child about 5 years, red bindi, crying",Found near ghat,Reunited
missing,2027-07-26 10:42,Suresh Das,Male,71-80,Kannada,Gauri Patangan,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8702068340,Child missing,,Reunited
missing,2027-07-21 19:16,Pushpa Reddy,Female,71-80,Bhojpuri,Madsangvi Transit,Adgaon Kho-Ya-Paya,+91 8523391898,"Woman in burqa, has small child with her",Found near ghat,Reunited
missing,2027-07-18 20:05,Lalita Patil,Female,61-70,Gujarati,Madsangvi Transit,Adgaon Kho-Ya-Paya,+91 6676661459,Lost near ghats,GGTalk app used,Reunited
missing,2027-07-25 07:40,Nisha Singh,Female,41-60,Kannada,Gauri Patangan,Ramkund Kho-Ya-Paya Kendra,,"Woman in green saree, has tilak on forehead",GGTalk app used,Reunited
missing,2027-07-17 06:36,Suresh Dubey,Male,61-70,Tamil,Bus Stand Nashik,Central Control Room,+91 9942487295,"Man in saffron kurta, has rudraksha mala",Family waiting at center,Reunited
missing,2027-08-07 21:29,Sohan Reddy,Male,71-80,Hindi,Laxmi Narayan Ghat,Sadhugram Lost Found,+91 6250963468,"Man in yellow kurta, has tilak, speaks Bhojpuri",Brought by volunteer,Reunited
missing,2027-07-06 09:58,,Female,71-80,Marathi,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old woman, white clothes, lost memory",Family waiting at center,Reunited
missing,2027-08-09 15:13,Dinesh Yadav,Male,71-80,Maithili,Dindori Road Crossing,Rajur Bahula Center,,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
missing,2027-07-08 05:19,Nisha Desai,Female,71-80,Hindi,Panchavati Circle,Sadhugram Lost Found,+91 8465379163,"Woman with three children, lost husband",Brought by volunteer,Reunited
missing,2027-07-22 19:09,Rakesh Mehta,Male,71-80,Gujarati,Nashik Road Station,Nashik Road Center,+91 8549175816,"Boy about 12, wearing school dress",GGTalk app used,Reunited
missing,2027-07-30 19:38,Nisha Gupta,Female,18-40,Bhojpuri,Laxmi Narayan Ghat,Rajur Bahula Center,+91 9573205816,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-07-16 06:50,Saroj Reddy,Female,41-60,Awadhi,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,,"Girl child about 5 years, red bindi, crying",Bharat Bharati volunteer handled,Pending
missing,2027-07-25 13:16,,Female,61-70,Tamil,Nashik Road Station,Police Main Control Room,+91 6135440208,"Child girl, pigtails, pink frock, about 6 years",,Reunited
missing,2027-08-07 09:10,Usha Dubey,Female,61-70,Kannada,Sadhugram Gate 1,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9684498292,"Child in red shirt, about 8-10 years, crying",Police assisted,Reunited
missing,2027-07-20 08:27,Sangeeta Pandey,Female,18-40,Gujarati,Ramkund Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9432548063,"Old woman, white clothes, lost memory",,Reunited
missing,2027-07-27 09:55,,Male,71-80,Hindi,Dasak Ghat,Panchavati Center,+91 8535714489,,Cross-center transfer needed,Reunited
missing,2027-07-29 09:14,Radha Chaudhary,Female,61-70,Marathi,Sadhugram Gate 2,Adgaon Kho-Ya-Paya,+91 8460318746,"Old woman in white saree, widow marks",,Reunited
missing,2027-08-11 11:48,Usha Kumar,Female,71-80,Maithili,Bus Stand Nashik,Nashik Road Center,+91 8717776407,"Child girl, pigtails, pink frock, about 6 years",Cross-center transfer needed,Reunited
missing,2027-07-09 16:38,Seema Trivedi,Female,71-80,Bhojpuri,Trimbakeshwar Approach,Police Main Control Room,,"Woman with three children, lost husband",Announcement made on PA,Reunited
missing,2027-07-20 12:57,Santosh Iyer,Male,41-60,Awadhi,Nashik Road Station,Central Control Room,+91 9908187581,"Young boy in blue uniform, school bag",Brought by volunteer,Pending
missing,2027-07-15 18:50,Dinesh Mishra,Male,41-60,Awadhi,Main Police Chowki,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7135490349,"Old man in dhoti kurta, cannot remember name",Cross-center transfer needed,Reunited
missing,2027-07-22 21:47,,Female,0-12,Gujarati,Madsangvi Transit,Rajur Bahula Center,+91 7333461156,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
missing,2027-08-10 06:27,Suresh Desai,Male,61-70,Marathi,Takli Sangam,Rajur Bahula Center,,"Elderly woman, cannot speak properly, Gujarati",Found near ghat,Pending
missing,2027-08-13 17:37,Priya Pandey,Female,41-60,Bhojpuri,Ramkund Ghat,Sadhugram Lost Found,+91 8348246601,"Child girl, pigtails, pink frock, about 6 years",Police assisted,Reunited
missing,2027-08-10 16:12,Sohan Shukla,Male,71-80,Bhojpuri,Dasak Ghat,Ramkund Kho-Ya-Paya Kendra,+91 8123234483,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-07-09 15:14,Rekha Chaudhary,Female,0-12,Maithili,Nashik Road Station,Central Control Room,+91 8194061273,"Old woman in white saree, widow marks",Police assisted,Reunited
missing,2027-07-28 08:47,Sohan Patel,Male,61-70,Maithili,Gauri Patangan,Ramkund Kho-Ya-Paya Kendra,+91 6941635335,"Child in red shirt, about 8-10 years, crying",Brought by volunteer,Reunited
missing,2027-07-06 14:48,Nisha Sharma,Female,61-70,Bhojpuri,Gauri Patangan,Bharat Bharati Control Room,,"Old man in dhoti kurta, cannot remember name",GGTalk app used,Reunited
missing,2027-08-05 10:24,,Female,41-60,Hindi,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,+91 8529775619,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-08-11 13:22,Meena Verma,Female,61-70,Bhojpuri,Takli Sangam,Nashik Road Center,+91 8210853329,"Woman with three children, lost husband",Announcement made on PA,Reunited
missing,2027-08-08 16:27,Ram Tiwari,Male,13-17,Kannada,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7731973591,"Man in saffron kurta, has rudraksha mala",Cross-center transfer needed,Reunited
missing,2027-08-06 11:36,,Male,41-60,Kannada,Bus Stand Nashik,Adgaon Kho-Ya-Paya,+91 6814905876,,Bharat Bharati volunteer handled,Reunited
missing,2027-07-12 16:06,,Female,80+,Gujarati,Nashik Road Station,Nashik Road Center,+91 8543790696,"Old man, bald, wearing vest and dhoti",Cross-center transfer needed,Reunited
missing,2027-07-28 06:45,Sunil Sinha,Male,71-80,Bhojpuri,Panchavati Circle,Bharat Bharati Control Room,+91 9532231483,"Young boy in blue uniform, school bag",Found near ghat,Reunited
missing,2027-07-30 12:29,Geeta Yadav,Female,71-80,Hindi,Trimbakeshwar Approach,Sadhugram Lost Found,,"Woman in burqa, has small child with her",,Reunited
missing,2027-08-13 09:56,Kanta Singh,Female,71-80,Maithili,Takli Sangam,Rajur Bahula Center,+91 9806283231,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-07-04 17:29,Seema Mishra,Female,61-70,Maithili,Sadhugram Gate 1,Sadhugram Lost Found,+91 8950816810,Lost near ghats,,Reunited
missing,2027-08-09 14:05,Ajay Nair,Male,80+,Marathi,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 7365141440,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Reunited
missing,2027-08-09 21:37,Ashok Verma,Male,41-60,Maithili,Madsangvi Transit,Police Main Control Room,+91 9598086439,"Woman speaking Tamil, wearing silk saree",Bharat Bharati volunteer handled,Reunited
missing,2027-07-18 05:10,Lalita Das,Female,61-70,Tamil,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6139206253,"Old man confused, keeps asking for Ramkund",Family waiting at center,Reunited
missing,2027-08-10 17:22,Manoj Sharma,Male,71-80,Marathi,Rajur Bahula,Adgaon Kho-Ya-Paya,+91 7513097268,Old woman,Cross-center transfer needed,Transferred to hospital
missing,2027-08-14 07:59,Meena Krishnan,Female,71-80,Bhojpuri,Dindori Road Crossing,Sadhugram Lost Found,+91 6380004487,"Old man, hearing aid, wearing full pants shirt",Family waiting at center,Reunited
missing,2027-07-07 14:42,Radha Das,Female,71-80,Hindi,Nandur Ghat,Panchavati Center,+91 9116724094,"Old woman in white saree, widow marks",Found near ghat,Reunited
missing,2027-07-21 18:04,Sanjay Gupta,Male,71-80,Kannada,Gauri Patangan,Bharat Bharati Control Room,+91 6189296866,"Old man, hearing aid, wearing full pants shirt",Family waiting at center,Reunited
